gauge_id,gauge_name,space_remaining,opt_param_plausible,sigma_MD,sigma_obs,camels_uncert,cut_off,theta_1,theta_2,theta_3,theta_4,PCA_emulator,PCA_var_accounted,x1_opt,x2_opt,x3_opt,x4_opt,opt_NSE,opt_log_NSE,opt_normalised_NSE,opt_L1_NSE,opt_corr,opt_bias,opt_RMSD,opt_KGE,x1_most_nonimp,x2_most_nonimp,x3_most_nonimp,x4_most_nonimp,main_effect_x1,main_effect_x2,main_effect_x3,main_effect_x4,total_effect_x1,total_effect_x2,total_effect_x3,total_effect_x4,D_CI_em1,D_CI_em2,D_CI_em3,D_CI_em4,D_DI_em1,D_DI_em2,D_DI_em3,D_DI_em4,obs_missing,start_date,end_date,river,area
57005,Taff at Pontypridd,5.8791,TRUE,0.00476,0.265,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.626,237.4602,0.36783,77.47846,1.10511,0.91061,0.91677,0.91795,0.75257,0.95479,0.00476,1.77803,0.91078,18.82,1.20849,19.52,0.996,0.0026291,0.8196,0.0052712,0.00012729,0.008582,0.99258,0.16396,0.012769,0.96,0.7,0.968,0.882,419.24,2579.9,489.09,989.99,0,1990-01-01,1999-12-31,River Taff,451.69
57006,Rhondda at Trehafod,3.46448,TRUE,0.0148,0.38693,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.82,183.6149,-0.28787,85.28473,1.09511,0.9171,0.92053,0.92345,0.76569,0.95773,-0.0148,2.07859,0.94238,18.82,0.88131,19.52,0.996,0.001791,0.83109,0.0060839,0.00014905,0.0066821,0.99286,0.15577,0.010574,0.964,0.688,0.652,0.668,364.28,2346.1,3243.9,2217.4,0,1990-01-01,1999-12-31,River Rhondda,102.69
57007,Taff at Fiddlers Elbow,14.21597,TRUE,0.00135,0.21591,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.714,261.6713,-1.84411,83.12305,1.08317,0.90242,0.8664,0.91109,0.75415,0.95032,0.00135,1.42646,0.90936,211.8584,-3.0449,98.04408,1.0778,0.0030434,0.81444,0.0050047,0.00011905,0.0094868,0.99228,0.16753,0.013833,0.714,0.714,0.972,0.724,2183.7,2424.4,404.53,2392.2,0,1990-01-01,1999-12-31,River Taff,193.84
57008,Rhymney at Llanedeyrn,9.6627,TRUE,0.00953,0.16592,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.959,211.6573,-0.80348,78.41929,1.09418,0.90788,0.93607,0.91565,0.76801,0.95298,-0.00953,1.16524,0.92114,18.82,1.0449,29.33551,1.15959,0.0074457,0.79845,0.0041825,0.00011599,0.015605,0.98768,0.1755,0.016628,0.704,0.728,0.688,0.76,2260,2639.6,2642.5,1775.2,0,1990-01-01,1999-12-31,River Rhymney,185.6
57009,Ely at St Fagans,5.26579,TRUE,0.0171,0.20086,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.761,269.8141,0.13832,48.24802,1.19614,0.88008,0.92615,0.89292,0.73941,0.9384,-0.0171,1.20532,0.92251,18.82,1.37208,98.04408,0.996,0.0077518,0.79385,0.0038416,0.00012457,0.016137,0.98743,0.17877,0.017778,0.7,0.95,0.708,0.91,2312.7,413.17,2427.6,909.62,0,1990-01-01,1999-12-31,River Ely,146.44
58001,Ogmore at Bridgend,26.4149,TRUE,0.04792,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,91.359,46.75634,-1.05093,165.2289,1.01826,0.87777,0.88855,0.89108,0.7099,0.93837,-0.04792,1.52243,0.91624,18.82,1.0449,48.96653,0.996,0.0027786,0.81429,0.0047768,0.00013034,0.0089022,0.99275,0.16826,0.013824,0.716,0.706,0.67,0.852,2836.6,2761.8,3045.9,1427.4,0,1990-01-01,1999-12-31,River Ogmore,157.79
58002,Neath at Resolven,0.3296,TRUE,0.00218,0.25706,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.983,129.636,0.30603,56.13129,1.07847,0.89831,0.94236,0.9077,0.75249,0.94796,-0.00218,2.12111,0.91316,18.82,0.71771,19.52,0.996,0.0018539,0.82208,0.0055411,0.00012916,0.00735,0.99326,0.16304,0.012334,0.964,0.99,0.674,0.716,369.91,240.24,2478.9,1982.5,0,1990-01-01,1999-12-31,River Neath,190.7
58006,Mellte at Pontneddfechan,1.5237,TRUE,0.01807,0.2936,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.103,181.7785,0.02683,71.09785,1.04352,0.91383,0.93841,0.92066,0.76886,0.95655,-0.01807,1.7794,0.95139,18.82,-3.86286,58.78204,1.0778,0.0018138,0.82286,0.0056016,0.0001304,0.0073107,0.99326,0.16237,0.012205,0.698,0.986,0.64,0.884,2427.6,238.17,2606.6,901.26,0,1990-01-01,1999-12-31,River Mellte,65.32
58008,Dulais at Cilfrew,0.36709,FALSE,0.02802,0.32587,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.46,139.9125,0.01908,55.38714,1.04341,0.87677,0.91351,0.89039,0.72762,0.93721,-0.02802,1.87593,0.92537,18.82,1.69927,19.52,0.996,0.0021689,0.81596,0.0051271,0.00012216,0.0081096,0.99321,0.16761,0.013585,0.708,0.972,0.648,0.708,2129.7,297.68,2603,1943.2,1.1,1990-01-01,1999-12-31,River Dulais,43.45
58009,Ewenny at Keepers Lodge,3.24714,FALSE,0.02365,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,92.112,403.4288,0.18097,53.51703,0.99775,0.78969,0.86534,0.82623,0.66693,0.88896,-0.02365,1.43901,0.84975,18.82,-3.0449,78.41306,0.996,0.0077546,0.79034,0.0037147,0.00012408,0.01645,0.98737,0.18138,0.018745,0.964,0.946,0.702,0.674,337.47,485.05,2227.5,2157.4,0,1990-01-01,1999-12-31,River Ewenny,63.27
58010,Hepste at Esgair Carnau,0,FALSE,0.0342,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,90.344,42.09799,0.62483,30.87664,1.00751,0.82901,0.91946,0.88666,0.68223,0.9107,0.0342,3.87406,0.87208,18.82,3.008,19.52,2.22294,0.0012342,0.82624,0.0069883,4.5068e-05,0.0065816,0.99261,0.16031,0.011388,0.97,0.686,0.958,0.666,367.22,2279.9,479.34,2200.3,5.3,1995-01-01,2004-12-31,River Hepste,10.94
58012,Afan at Marcroft Weir,5.46552,TRUE,0.03499,0.34937,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.15,107.9629,-0.10497,106.9714,1.07595,0.88813,0.84918,0.89938,0.70561,0.94298,-0.03499,2.00611,0.92196,18.82,0.39053,19.52,0.996,0.0015822,0.82538,0.0056964,0.00013991,0.0066834,0.99349,0.16085,0.011652,0.724,0.7,0.638,0.7,2147.1,2322.2,2635.1,2038.6,0,1990-01-01,1999-12-31,River Afan,89.7
59001,Tawe at Ynystanglws,0.18522,TRUE,0.03179,0.2601,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.13,156.5799,0.62268,42.05946,1.09316,0.85364,0.87088,0.87233,0.68246,0.92481,-0.03179,2.28909,0.90749,18.82,1.86286,19.52,0.996,0.0018667,0.81867,0.0053916,0.00012303,0.0075507,0.99334,0.16584,0.013019,0.704,0.71,0.964,0.848,2037.9,2477.8,465.6,1068.6,0,1990-01-01,1999-12-31,River Tawe,227.45
60002,Cothi at Felin Mynachdy,5.09336,TRUE,0.01134,0.29113,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.858,96.4145,0.28173,84.69878,1.21253,0.89729,0.95842,0.90686,0.77218,0.94764,0.01134,1.37852,0.90537,115.3392,1.0449,58.78204,1.48678,0.0029573,0.80591,0.0045148,0.00011528,0.0098588,0.99266,0.17441,0.015892,0.688,0.958,0.696,0.824,2099.3,368.27,2385.7,1321.9,0,1990-01-01,1999-12-31,River Cothi,298.74
60003,Taf at Clog-y-Fran,10.63574,TRUE,0.00938,0.47649,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.522,189.138,0.80011,107.5713,1.1759,0.91232,0.95523,0.91939,0.77375,0.9554,0.00938,0.97372,0.92094,139.469,2.02645,137.3061,1.32318,0.0061046,0.79499,0.0040095,0.00011619,0.014131,0.98937,0.1796,0.018036,0.966,0.952,0.93,0.928,328.89,492.22,653.25,632.94,0,1990-01-01,1999-12-31,River Taf,216.44
60005,Bran at Llandovery,3.06075,TRUE,0.01386,0.28376,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.528,72.24044,0.24231,93.6908,1.14414,0.87323,NaN,0.89472,0.73125,0.93493,0.01386,1.57343,0.88585,115.3392,1.20849,48.96653,1.48678,0.0032637,0.80489,0.0044046,0.00011636,0.010295,0.99246,0.17475,0.016185,0.98,0.71,0.684,0.764,287.6,2043.2,2396,1577.7,1.3,1990-01-01,1999-12-31,River Bran,63.7
60006,Gwili at Glangwili,17.22714,TRUE,0.0027,0.45987,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.49,121.0222,-0.28679,114.4453,1.12697,0.88143,0.95803,0.894,0.76333,0.93888,-0.0027,1.39697,0.90745,115.3392,1.20849,29.33551,1.73216,0.0031228,0.80755,0.0045622,0.00012142,0.009941,0.99244,0.17301,0.015401,0.724,0.964,0.648,0.808,2065.8,350.13,2840,1400.2,0,1990-01-01,1999-12-31,River Gwili,131.14
60010,Tywi at Capel Dewi,21.99416,TRUE,0.00777,0.13482,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.252,217.0223,-0.24231,89.12145,1.41742,0.93273,0.95447,0.93697,0.80221,0.96617,-0.00777,0.90421,0.96451,115.3392,1.0449,68.59755,1.81396,0.0030395,0.80538,0.004482,0.00011242,0.01,0.99263,0.17466,0.01607,0.97,0.702,0.69,0.774,346.53,2302,2531.3,1829.2,0,1990-01-01,1999-12-31,River Tywi,1092.41
60012,Twrch at Ddol Las,2.69926,FALSE,0.01003,0.21109,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.636,141.175,-1.2063,61.55924,1.10511,0.76448,0.81282,0.87418,0.64328,0.8836,-0.01003,1.73601,0.88266,18.82,-3.37208,78.41306,0.996,0.0027228,0.80616,0.0045082,0.00011981,0.0095723,0.99298,0.17443,0.015914,0.692,0.96,0.698,0.802,2298.1,386.82,2618.1,1579.7,7.5,1990-01-01,1999-12-31,River Twrch,19.5
6007,Ness at Ness-side,87.48528,TRUE,0.00087,0.47643,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.111,1366.489,0.18097,105.6361,2.25676,0.86896,0.83729,0.88414,0.65719,0.9322,0.00087,1.42155,0.90795,356.6371,-0.75461,372.8784,1.15959,0.00094251,0.82376,0.0051137,9.4411e-05,0.0058526,0.99512,0.16251,0.012538,0.714,0.97,0.972,0.696,2411.9,443.86,455.89,2251.8,0,1990-01-01,1999-12-31,River Ness,1830.73
6008,Enrick at Mill of Tore,0,FALSE,0.00791,0.14896,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.175,208.5127,0,27.93834,1.35886,0.75344,NaN,0.80221,0.6333,0.86803,0.00791,2.38752,0.816,235.9882,1.0449,39.15102,1.24139,0.0036709,0.80241,0.0036943,0.00011239,0.011088,0.99283,0.17559,0.017129,0.976,0.968,0.96,0.826,305.66,324.8,445.48,1317.1,0,1990-01-01,1999-12-31,River Enrick,107.02
61001,Western Cleddau at Prendergast Mill,26.62315,TRUE,0.00572,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,93.736,307.9693,0.04001,111.0522,1.09535,0.89779,0.93089,0.90727,0.75521,0.94784,0.00572,0.73868,0.90745,91.20939,1.37208,176.5682,0.996,0.0085587,0.78346,0.0037647,0.00011493,0.017824,0.98641,0.18567,0.020747,0.966,0.914,0.75,0.936,398.14,1182.6,3150.8,714.6,0,1990-01-01,1999-12-31,River Western Cleddau,197.82
61002,Eastern Cleddau at Canaston Bridge,10.20094,TRUE,0.00658,0.18735,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.307,235.4037,0.44541,89.25436,1.10597,0.87134,0.89314,0.88601,0.73571,0.9335,-0.00658,1.16202,0.90032,163.5988,1.53567,98.04408,1.0778,0.005874,0.79544,0.004001,0.00011794,0.013747,0.98968,0.1795,0.018057,0.688,0.932,0.7,0.906,2319.7,549.09,2394.8,663.58,0,1990-01-01,1999-12-31,River Eastern Cleddau,181.87
62001,Teifi at Glanteifi,19.54046,TRUE,0.0089,0.27612,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.518,151.4113,0.41075,108.8532,1.60285,0.96252,0.97443,0.96388,0.84495,0.98122,0.0089,0.57507,0.9611,18.82,-0.9182,206.0147,1.97755,0.0048726,0.79373,0.0039724,0.00011313,0.012978,0.99073,0.18154,0.018817,0.694,0.72,0.942,0.922,2322.4,1890.7,647.14,611.48,0,1990-01-01,1999-12-31,River Teifi,897.59
63001,Ystwyth at Pont Llolwyn,1.42678,TRUE,0.00509,0.15783,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.492,121.5104,0.10017,57.97431,1.18318,0.90492,0.93574,0.91318,0.76414,0.95128,-0.00509,1.19493,0.93104,91.20939,1.53567,29.33551,1.40498,0.0023835,0.80293,0.0042678,0.00011938,0.0093911,0.99359,0.1771,0.017073,0.672,0.954,0.708,0.782,2202.1,403.59,2558.6,1801.8,0,1990-01-01,1999-12-31,River Ystwyth,170.1
63004,Ystwyth at Cwm Ystwyth,0.30634,FALSE,0.02265,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,91.035,7.48234,0.30715,72.93817,1.09013,0.8342,0.90801,0.85778,0.69805,0.91397,-0.02265,2.79749,0.89434,18.82,1.0449,19.52,0.996,0.0010382,0.82489,0.0058123,0.00013583,0.0059233,0.9941,0.16192,0.011955,0.706,0.698,0.954,0.692,1999,2343.5,477.38,2156.3,0,1990-01-01,1999-12-31,River Ystwyth,31.85
64001,Dyfi at Dyfi Bridge,2.9993,TRUE,0.00205,0.32756,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.551,47.5658,0.71773,85.26127,1.17435,0.91701,0.95899,0.92337,0.7851,0.95767,0.00205,1.59326,0.93189,42.9498,0.88131,29.33551,1.48678,0.0013714,0.81688,0.005108,0.00012541,0.0070836,0.99424,0.16763,0.013715,0.97,0.714,0.666,0.738,378.16,2152.7,2592.5,1948.6,0,1990-01-01,1999-12-31,River Dyfi,464.61
64002,Dysynni at Pont-y-Garth,30.0647,TRUE,0.0181,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,91.633,156.0225,0.5211,109.9472,1.18318,0.80902,0.88531,0.85653,0.66227,0.90176,-0.0181,2.21886,0.89372,139.469,1.20849,29.33551,1.40498,0.00058518,0.82458,0.005857,0.00015175,0.0052664,0.99457,0.16295,0.011999,0.746,0.978,0.956,0.716,1980.9,302.78,428.97,2550.8,2.5,1990-01-01,1999-12-31,River Dysynni,74.93
64006,Leri at Dolybont,33.59946,TRUE,0.04428,0.17527,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.091,24.42288,-2.0931,154.0084,1.13715,0.90965,0.9032,0.91714,0.74266,0.95593,-0.04428,0.87482,0.93752,115.3392,-2.39053,98.04408,1.32318,0.0012064,0.80583,0.0043803,0.00013412,0.0077292,0.99489,0.17627,0.016569,0.724,0.96,0.674,0.778,5764,512.03,3014.4,2297.1,0,1990-01-01,1999-12-31,River Leri,47.02
65001,Glaslyn at Beddgelert,0.58422,TRUE,0.01268,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,90.731,127.7404,0.58973,55.14687,1.14414,0.80486,0.87746,0.83672,0.65152,0.89721,-0.01268,3.77622,0.85667,18.82,1.37208,19.52,0.996,0.00038069,0.8387,0.0075011,0.00015286,0.0038358,0.99328,0.15215,0.0091047,0.67,0.666,0.648,0.692,2207.2,3839.7,2643.3,2692.7,0,1990-01-01,1999-12-31,River Glaslyn,66.95
65004,Gwyrfai at Bontnewydd,32.77827,TRUE,0.0095,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,92.281,202.3502,-1.25386,98.49443,1.27102,0.878,0.93144,0.89126,0.73501,0.9372,-0.0095,1.43498,0.92101,91.20939,0.55412,29.33551,1.40498,0.00045223,0.82183,0.0058602,0.00011854,0.0053093,0.99477,0.1653,0.012657,0.694,0.712,0.968,0.876,2266.5,2014.7,399.96,971.11,0,1990-01-01,1999-12-31,River Gwyrfai,46.11
65005,Erch at Pencaenewydd,5.31418,TRUE,0.00376,0.33004,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.303,468.7174,-0.31499,56.82634,1.00751,0.81938,0.89696,0.84701,0.67001,0.90532,-0.00376,1.05482,0.87567,18.82,-3.53567,147.1216,0.996,0.0018616,0.79618,0.0044025,0.0001068,0.0097634,0.99359,0.18264,0.018903,0.724,0.93,0.93,0.664,2236.6,644.19,656.4,2402.3,0,1990-01-01,1999-12-31,River Erch,19.42
65006,Seiont at Peblig Mill,19.18062,TRUE,0.02163,0.91361,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.343,244.6919,0.86153,77.47846,1.33934,0.77352,0.85094,0.8749,0.64516,0.8839,0.02163,2.4011,0.87797,235.9882,1.53567,39.15102,1.40498,0.0004791,0.82437,0.0059462,0.00012852,0.0051262,0.99471,0.16326,0.012125,0.714,0.708,0.65,0.734,2134.1,2452.1,2607.4,2174,5.2,1990-01-01,1999-12-31,River Seiont,79.89
65007,Dwyfor at Garndolbenmaen,2.44891,TRUE,0.02424,0.23257,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.291,143.8301,-0.20075,59.2958,1.13172,0.83427,0.91385,0.85783,0.69583,0.91425,-0.02424,1.84539,0.89635,18.82,1.37208,48.96653,0.996,0.00060979,0.81824,0.005522,0.00012234,0.0057265,0.99479,0.16799,0.013392,0.966,0.716,0.954,0.856,322.74,2423.4,474.92,1275,0,1990-01-01,1999-12-31,River Dwyfor,51.6
65008,Peris at Nant Peris,0.00048,FALSE,0.0213,1.26504,TRUE,2,0.3,0.2,0.3,0.3,TRUE,89.745,81.86487,1.96586,47.53884,1.03536,0.75922,0.88356,0.80594,0.61918,0.87319,0.0213,6.99222,0.77723,18.82,2.19004,19.52,0.996,0.00030217,0.84896,0.00842,0.00018905,0.0031151,0.99244,0.14357,0.0075067,0.64,0.68,0.684,0.694,2304.4,2269,2370.1,2248.4,0,1990-01-01,1999-12-31,River Peris,10.32
66001,Clwyd at Pont-y-Cambwll,53.07022,TRUE,0.01023,0.09775,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.037,210.6083,-0.60137,89.12145,1.4955,0.92991,0.94357,0.9345,0.81059,0.96443,-0.01023,0.38976,0.95581,18.82,-2.39053,147.1216,1.73216,0.021359,0.74735,0.0039719,0.00013211,0.034761,0.97026,0.19978,0.028414,0.716,0.7,0.74,0.936,2088.1,1968.5,1993.4,603.25,0,1990-01-01,1999-12-31,River Clwyd,404.56
66004,Wheeler at Bodfari,94.89899,TRUE,0.02341,0.0609,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.397,550.045,-2.73168,167.3354,1.27102,0.91876,0.90406,0.92486,0.76491,0.95943,-0.02341,0.18549,0.95059,573.8053,-2.55412,166.7526,1.56857,0.023158,0.7359,0.0044638,0.00014484,0.038289,0.96647,0.206,0.031506,0.968,0.9,0.78,0.932,403.84,828.78,1574.7,699.32,0,1990-01-01,1999-12-31,River Wheeler,62.91
66006,Elwy at Pont-y-Gwyddel,5.95741,TRUE,0.01528,0.12441,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.025,154.47,-0.82232,74.44049,1.12462,0.90752,0.963,0.91535,0.79044,0.95288,0.01528,0.77299,0.91774,18.82,-3.69927,166.7526,1.40498,0.0088926,0.77992,0.0037071,0.00011001,0.018808,0.98588,0.18757,0.021791,0.704,0.726,0.746,0.67,2025.9,1859.8,2051.7,2230,0,1990-01-01,1999-12-31,River Elwy,191.35
66011,Conwy at Cwmlanerch,0.00136,FALSE,0.00186,0.26534,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.801,92.05306,0.51726,42.29775,1.08654,0.83841,0.93153,0.86089,0.69381,0.91597,-0.00186,2.86531,0.86295,18.82,1.0449,19.52,0.996,0.00094906,0.82315,0.0056778,0.00011792,0.0059969,0.99432,0.16334,0.012354,0.7,0.688,0.962,0.86,2302.9,3030.9,454.58,1215.4,0,1990-01-01,1999-12-31,River Conwy,340.11
67001,Dee at Bala,37.97074,TRUE,0.04862,0.20745,TRUE,2,0.3,0.2,0.3,0.3,TRUE,91.448,455.1323,0.25654,96.69507,2.28906,0.86463,0.48175,0.88077,0.60699,0.93364,-0.04862,1.56261,0.91772,308.3775,-0.10024,39.15102,2.46833,0.0017104,0.81882,0.0052687,0.00011788,0.0074201,0.99375,0.16567,0.0132,0.718,0.982,0.964,0.908,2167.3,287.46,451.14,887.21,0,1990-01-01,1999-12-31,River Dee,262.83
67005,Ceiriog at Brynkinalt Weir,33.72461,TRUE,0.01039,0.21552,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.319,204.3839,0.50984,100.4841,1.22222,0.86408,0.92665,0.89134,0.74767,0.92961,-0.01039,1.05677,0.90234,91.20939,1.0449,78.41306,1.97755,0.010658,0.78242,0.003728,0.00011343,0.020238,0.98408,0.18451,0.020322,0.692,0.724,0.72,0.938,2153.4,1817.4,2077.2,525.8,2.1,1990-01-01,1999-12-31,River Ceiriog,111.72
67006,Alwen at Druid,19.79149,TRUE,0.03865,0.20732,TRUE,2,0.3,0.2,0.3,0.3,TRUE,92.996,207.8201,-0.92783,93.77513,1.0883,0.88573,0.77974,0.89744,0.73534,0.94214,-0.03865,0.96093,0.92479,18.82,-2.71771,98.04408,0.996,0.0056187,0.79292,0.0038378,0.00011335,0.01408,0.98997,0.18114,0.018939,0.694,0.704,0.71,0.95,2138.4,1893.4,2226.9,457.27,0,1990-01-01,1999-12-31,River Alwen,185.48
67008,Alyn at Pont-y-Capel,62.25318,TRUE,0.00098,0.06208,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.95,295.8936,-3.23415,66.02279,1.22222,0.89503,0.85239,0.905,0.75266,0.94606,-0.00098,0.32722,0.92262,163.5988,-3.86286,127.4906,2.05935,0.026025,0.74025,0.0040849,0.00013793,0.040066,0.96467,0.201,0.029138,0.714,0.762,0.772,0.932,2058.5,1469.5,1748.2,600.96,0,1990-01-01,1999-12-31,River Alyn,225.65
67010,Gelyn at Cynefail,5e-05,FALSE,0.02172,0.40984,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.995,136.8828,0.20062,19.45731,1.07629,0.83872,0.90672,0.86112,0.69775,0.91698,-0.02172,2.89895,0.90576,18.82,0.88131,19.52,0.996,0.0012626,0.82341,0.005579,0.00012932,0.0065222,0.99402,0.16255,0.012308,0.96,0.984,0.96,0.704,367.05,254.01,568.23,3122.2,0,1990-01-01,1999-12-31,River Gelyn,12.76
67015,Dee at Manley Hall,62.16755,TRUE,0.03735,0.14431,TRUE,2,0.3,0.2,0.3,0.3,TRUE,93.133,361.4053,-0.50984,90.01713,2.1494,0.92911,0.73958,0.9338,0.75382,0.96576,-0.03735,0.70567,0.94766,42.9498,-1.40898,48.96653,1.81396,0.0048805,0.79651,0.0040214,0.00010818,0.012889,0.9908,0.1793,0.018104,0.7,0.952,0.73,0.944,2263.2,529.29,2058.9,434.94,0,1990-01-01,1999-12-31,River Dee,1008.74
67018,Dee at New Inn,0.00011,FALSE,0.01205,0.28874,TRUE,2,0.3,0.2,0.3,0.3,TRUE,90.931,12.84308,0.29793,67.16028,0.99974,0.83895,0.91388,0.86129,0.69589,0.91598,-0.01205,2.98563,0.88115,18.82,1.37208,19.52,0.996,0.0012635,0.82353,0.0057062,0.00012328,0.0064331,0.99389,0.16263,0.012182,0.7,0.692,0.66,0.688,1931.8,2286.2,2707.8,2046.6,0,1990-01-01,1999-12-31,River Dee,53.38
67025,Clywedog at Bowling Bank,6.96344,TRUE,0.07052,0.06446,TRUE,2,0.3,0.2,0.3,0.3,TRUE,95.963,302.9316,-0.78558,31.31964,1.18982,0.82609,0.45494,0.85185,0.65761,0.91257,-0.07052,0.50787,0.88376,18.82,-4.19004,166.7526,1.15959,0.044813,0.71639,0.00448,0.00014207,0.060853,0.94333,0.2022,0.031317,0.734,0.756,0.768,0.928,2090.7,1567.3,1861,659.88,0,1990-01-01,1999-12-31,River Clywedog,103.61
67033,Dee at Chester Suspension Bridge,49.26538,TRUE,0.02482,0.09606,TRUE,2,0.3,0.2,0.3,0.3,TRUE,94.624,287.1486,-1.47355,91.8356,3.28153,0.91012,0.85974,0.91753,0.72282,0.95426,0.02482,0.55916,0.93439,260.118,-1.89976,78.41306,2.71371,0.0045393,0.78151,0.0040929,7.6118e-05,0.014614,0.99011,0.19001,0.022735,0.966,0.704,0.716,0.94,341.93,1872.3,2119,485.66,0,1995-01-01,2004-12-31,River Dee,1800.75
68001,Weaver at Ashbrook,29.71072,TRUE,0.03334,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,97.176,252.1439,-0.58973,32.45972,1.48574,0.92081,0.59831,0.92662,0.72986,0.96097,-0.03334,0.22911,0.94853,18.82,-4.02645,196.1992,1.40498,0.063789,0.67581,0.0066451,0.00015681,0.084778,0.91792,0.2133,0.039944,0.756,0.94,0.91,0.784,2095.5,566.15,791.2,1833.3,0,1990-01-01,1999-12-31,River Weaver,622.68
68003,Dane at Rudheath,11.2496,TRUE,0.04592,0.08114,TRUE,2,0.3,0.2,0.3,0.3,TRUE,96.379,248.5513,-0.28125,26.34681,1.52376,0.92382,0.74504,0.92922,0.75481,0.9625,-0.04592,0.3281,0.94057,18.82,-3.86286,186.3837,1.15959,0.034422,0.71808,0.0050245,0.00014014,0.051265,0.9531,0.20866,0.03458,0.968,0.928,0.902,0.914,440.24,689.07,926.85,768.85,0,1990-01-01,1999-12-31,River Dane,412.46
68004,Wistaston Brook at Marshfield Bridge,5.69741,TRUE,0.06845,0.07487,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.099,331.5522,-0.52322,19.89626,1.21321,0.79968,0.44005,0.83311,0.627,0.89736,-0.06845,0.36774,0.86523,18.82,-3.86286,156.9371,1.15959,0.063123,0.67629,0.006741,0.00015812,0.084143,0.91843,0.21353,0.039818,0.954,0.764,0.906,0.78,467.58,1688.5,921.7,2030.6,0,1990-01-01,1999-12-31,River Wistaston Brook,90.09
68005,Weaver at Audlem,39.31438,TRUE,0.00628,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,97.181,231.807,-1.10172,38.02142,1.35626,0.9218,0.88944,0.92748,0.78723,0.96017,0.00628,0.21872,0.95,18.82,-3.53567,166.7526,1.56857,0.069626,0.66964,0.0066891,0.00015728,0.09113,0.91149,0.21272,0.040302,0.722,0.932,0.766,0.906,1963.8,589.76,1618.6,904.87,0,1990-01-01,1999-12-31,River Weaver,201.38
68020,Gowy at Bridge Trafford,9.37731,TRUE,0.04164,0.0532,TRUE,2,0.3,0.2,0.3,0.3,TRUE,97.29,279.3491,-1.19572,16.77196,1.38509,0.86393,0.54124,0.88046,0.68992,0.93006,-0.04164,0.2694,0.90175,18.82,-4.02645,166.7526,1.15959,0.06649,0.67085,0.0069272,0.00016092,0.088143,0.9143,0.21431,0.040725,0.968,0.724,0.77,0.886,424.3,1740.9,1628.6,1080,0.1,1990-01-01,1999-12-31,River Gowy,148.66
69002,Irwell at Adelphi Weir,0.53144,FALSE,0.04917,0.1686,FALSE,2,0.3,0.2,0.3,0.3,TRUE,94.037,267.7356,0.54375,28.78919,1.16366,0.83453,0.53105,0.85802,0.63162,0.91548,-0.04917,1.14542,0.8924,18.82,1.53567,48.96653,0.996,0.0067476,0.78162,0.0035964,0.00011706,0.016232,0.9884,0.18842,0.021975,0.98,0.7,0.712,0.94,339.02,1908,2241.4,541.42,0,1990-01-01,1999-12-31,River Irwell,552.17
